order_id,customer_id,store_id,order_date,status
190,312,8,2022-01-12,completed
191,233,3,2024-09-01,returned
192,126,9,2022-01-14,returned
193,26,2,2023-03-02,cancelled
194,19,2,2023-12-16,cancelled
195,170,2,2023-09-04,completed
196,92,10,2024-05-03,returned
197,495,19,2022-12-30,completed
198,48,11,2022-03-15,completed
199,420,14,2024-02-16,pending
200,150,4,2022-05-13,cancelled
201,169,17,2023-07-17,completed
202,314,19,2023-03-05,cancelled
203,45,20,2024-12-19,pending
204,219,11,2023-08-12,completed
205,295,12,2024-12-12,completed
206,267,16,2024-10-13,completed
207,453,10,2023-01-04,completed
208,61,4,2022-01-04,cancelled
209,410,14,2023-03-01,completed
210,171,7,2022-04-04,completed
211,354,3,2023-02-17,completed
212,260,1,2023-09-07,completed
213,175,19,2023-11-14,returned
214,427,11,2022-03-01,pending
215,473,16,2023-11-24,pending
216,331,5,2022-03-14,cancelled
217,457,11,2024-08-01,completed
218,476,17,2024-04-27,completed
219,285,7,2023-10-09,returned
220,410,12,2023-11-11,completed
221,144,11,2022-11-02,completed
222,432,20,2024-12-30,completed
223,305,10,2023-01-19,cancelled
224,364,14,2023-10-07,completed
225,450,15,2024-10-14,pending
226,111,6,2023-09-12,completed
227,402,7,2024-02-06,completed
228,260,16,2024-06-27,returned
229,98,16,2022-11-12,cancelled
230,159,5,2024-12-08,pending
231,421,17,2022-07-21,cancelled
232,106,15,2022-09-29,completed
233,,2,2024-12-05,cancelled
234,171,2,2022-06-28,completed
235,393,10,2024-12-02,completed
236,328,11,2023-10-02,completed
237,147,11,2023-01-30,pending
238,344,5,2024-06-22,completed
239,59,20,2023-07-15,returned
240,53,12,2024-11-18,returned
241,139,10,2023-10-15,returned
242,88,20,2023-05-17,completed
243,26,16,2024-06-27,cancelled
244,55,3,2022-04-14,completed
245,92,19,2024-03-13,cancelled
246,316,11,2024-07-02,pending
247,366,18,2023-02-10,completed
248,291,15,2024-08-11,completed
249,159,15,2024-07-22,completed
250,486,20,2023-04-20,completed
251,201,11,2024-01-15,pending
252,233,3,2023-10-28,completed
253,180,6,2022-08-20,completed
254,310,17,2023-12-15,completed
255,419,4,2024-04-10,completed
256,406,15,2022-05-26,completed
257,123,18,2024-04-26,completed
258,197,7,2024-09-14,pending
259,402,19,2024-06-01,pending
260,279,6,2023-12-02,cancelled
261,379,19,2022-06-09,pending
262,59,15,2024-09-23,completed
263,421,10,2022-07-19,completed
264,307,20,2022-05-23,pending
265,168,2,2024-02-16,completed
266,419,19,2023-03-22,pending
267,388,5,2022-01-01,completed
268,150,19,2024-12-24,completed
269,106,11,2023-02-05,completed
270,471,14,2023-09-16,cancelled
271,46,20,2023-12-07,returned
272,434,10,2024-04-07,completed
273,462,2,2024-01-27,completed
274,57,1,2024-01-06,completed
275,360,11,2024-06-03,cancelled
276,208,18,2024-02-23,completed
277,244,18,2022-12-22,completed
278,431,10,2024-01-08,pending
279,69,1,2022-09-15,completed
280,337,5,2024-09-23,completed
281,329,15,2022-10-09,pending
282,320,17,2024-05-21,completed
283,197,6,2024-07-10,completed
284,296,8,2022-01-16,cancelled
285,138,18,2024-10-24,returned
286,18,19,2024-01-22,completed
287,58,3,2024-01-25,completed
288,440,9,2024-12-14,completed
289,41,20,2024-11-24,completed
290,242,3,2023-05-18,cancelled
291,314,11,2023-10-02,returned
292,241,16,2022-01-23,returned
293,216,10,2023-11-10,completed
294,19,20,2022-12-10,cancelled
295,373,9,2023-09-15,completed
296,297,2,2024-08-27,cancelled
297,415,1,2023-08-21,completed
298,43,3,2024-09-19,pending
299,130,9,2023-07-24,completed
300,8,20,2023-06-11,completed
301,338,6,2022-11-06,completed
302,249,17,2023-04-29,pending
303,176,5,2022-03-09,returned
304,429,14,2022-11-12,pending
305,122,6,2024-02-24,completed
306,28,4,2023-12-08,completed
307,238,10,2022-12-10,completed
308,120,13,2024-12-26,completed
309,75,14,2023-06-22,completed
310,475,13,2023-08-15,cancelled
311,493,2,2023-10-09,completed
312,327,14,2024-12-24,returned
313,172,4,2023-07-13,completed
314,237,8,2024-03-12,cancelled
315,267,6,2023-02-04,completed
316,,3,2022-01-22,completed
317,51,15,2024-04-22,completed
318,372,7,2023-03-26,completed
319,318,20,2022-02-18,cancelled
320,487,4,2023-03-21,cancelled
321,45,5,2022-09-03,completed
322,459,6,2023-01-14,completed
323,240,3,2023-08-27,cancelled
324,473,14,2024-07-17,cancelled
325,132,3,2023-10-25,completed
326,196,2,2022-05-08,completed
327,92,16,2023-06-27,completed
328,92,4,2024-03-15,completed
329,112,4,2024-06-02,completed
330,53,3,2023-06-15,returned
331,398,16,2023-05-29,completed
332,478,13,2022-01-02,completed
333,359,13,2022-11-07,returned
334,264,16,2022-01-08,completed
335,207,3,2024-06-12,returned
336,2,16,2023-04-08,completed
337,171,13,2024-01-06,completed
338,188,11,2022-07-05,completed
339,390,7,2024-07-30,completed
340,496,7,2022-03-22,completed
341,459,12,2024-03-09,completed
342,454,7,2022-06-23,completed
343,99,19,2022-03-15,completed
344,200,18,2024-09-28,cancelled
345,256,15,2023-09-23,completed
346,174,2,2022-03-17,completed
347,109,17,2022-08-31,completed
348,380,3,2022-11-02,completed
349,251,16,2022-10-17,returned
350,125,5,2022-04-04,completed
351,324,10,2022-12-19,pending
352,234,19,2022-07-19,completed
353,59,20,2022-08-06,completed
354,412,11,2022-05-10,pending
355,167,19,2024-04-03,returned
356,165,7,2022-10-09,pending
357,304,3,2022-04-04,completed
358,73,6,2023-07-15,cancelled
359,284,8,2024-01-28,returned
360,69,20,2022-03-25,completed
361,9,3,2022-11-20,completed
362,92,19,2022-01-15,completed
363,356,16,2024-05-02,cancelled
364,106,9,2022-09-17,returned
365,211,6,2024-07-11,returned
366,306,16,2022-03-19,returned
367,322,10,2022-06-30,completed
368,3,7,2024-05-07,completed
369,49,18,2024-12-21,returned
370,238,7,2023-03-26,completed
371,100,5,2022-04-19,cancelled
372,255,2,2024-08-29,completed
373,146,9,2024-01-16,completed
374,23,2,2024-07-17,returned
375,81,16,2022-12-27,returned
376,37,15,2022-08-26,returned
377,215,11,2023-10-30,completed
378,167,8,2022-08-14,cancelled
379,446,8,2024-04-24,completed
380,300,14,2024-08-22,completed
381,476,6,2023-03-19,completed
382,70,7,2024-02-04,cancelled
383,500,11,2024-01-05,completed
384,355,9,2022-03-07,completed
385,437,14,2022-08-16,completed
386,113,20,2023-12-05,completed
387,296,8,2022-12-15,completed
388,439,7,2024-04-23,returned
389,429,1,2024-08-27,cancelled
390,377,8,2024-05-26,completed
391,297,19,2024-06-08,completed
392,214,2,2022-01-11,completed
393,18,13,2024-10-29,completed
394,232,3,2022-07-20,returned
395,355,7,2022-01-26,completed
396,152,3,2024-01-05,completed
397,343,15,2024-09-09,pending
398,500,5,2022-02-19,pending
399,95,12,2024-04-10,cancelled
400,361,3,2024-08-08,completed
401,272,14,2023-11-13,pending
402,358,18,2023-07-07,returned
403,404,20,2023-03-01,completed
404,264,12,2022-04-23,completed
405,197,20,2022-08-16,completed
406,188,18,2024-01-19,cancelled
407,288,7,2022-05-18,completed
408,123,16,2023-11-17,cancelled
409,386,8,2023-03-06,completed
410,460,14,2023-12-24,completed
411,33,15,2022-04-22,completed
412,270,16,2024-10-23,cancelled
413,348,10,2024-12-25,completed
414,410,3,2024-01-24,completed
415,45,6,2024-07-26,completed
416,56,4,2022-06-07,cancelled
417,255,7,2022-10-31,returned
418,151,18,2022-02-16,completed
419,178,1,2024-08-28,completed
420,33,8,2023-01-23,pending
421,331,19,2024-11-30,completed
422,249,17,2023-10-31,pending
423,235,5,2024-06-30,pending
424,88,8,2023-09-20,completed
425,498,2,2024-02-01,completed
426,146,6,2023-12-25,returned
427,365,6,2022-11-26,completed
428,83,2,2022-11-11,completed
429,226,6,2022-09-17,completed
430,341,12,2022-03-13,completed
431,230,6,2024-02-03,returned
432,63,13,2023-09-10,completed
433,486,11,2022-10-25,completed
434,497,17,2022-01-09,completed
435,243,19,2023-08-29,cancelled
436,410,15,2022-10-29,completed
437,375,2,2022-08-19,completed
438,158,20,2022-08-28,pending
439,229,11,2023-03-28,completed
440,299,9,2023-02-04,completed
441,43,15,2022-02-16,cancelled
442,500,7,2022-06-28,completed
443,309,2,2023-10-13,cancelled
444,204,14,2024-01-10,completed
445,191,12,2024-03-01,completed
446,229,3,2023-09-23,completed
447,380,15,2024-06-28,completed
448,413,14,2022-12-02,cancelled
449,72,20,2024-04-28,completed
450,107,17,2022-10-22,completed
451,478,13,2022-05-16,completed
452,210,9,2022-01-14,completed
453,285,19,2022-12-25,pending
454,103,13,2022-10-08,completed
455,22,10,2024-10-01,pending
456,253,15,2023-09-15,completed
457,,9,2022-02-24,completed
458,64,10,2024-08-25,completed
459,252,8,2023-01-03,completed
460,392,3,2022-09-02,returned
461,298,14,2024-01-11,pending
462,322,4,2023-06-13,completed
463,376,9,2024-11-15,completed
464,75,5,2022-04-30,completed
465,28,14,2022-12-01,cancelled
466,25,17,2023-12-31,cancelled
467,264,6,2022-06-07,pending
468,307,18,2022-07-13,completed
469,424,10,2023-10-10,completed
470,50,12,2024-01-13,pending
471,7,10,2022-10-22,completed
472,211,6,2024-09-20,completed
473,80,7,2023-03-23,pending
474,434,18,2024-12-12,cancelled
475,214,3,2022-08-22,completed
476,473,12,2022-09-26,completed
477,72,20,2024-01-13,returned
478,89,1,2023-12-02,cancelled
479,114,5,2022-08-31,cancelled
480,158,5,2023-04-10,completed
481,354,4,2024-05-20,completed
482,397,14,2022-02-08,completed
483,56,17,2023-02-07,returned
484,241,9,2022-05-02,completed
485,155,4,2022-05-16,pending
486,472,19,2022-09-11,completed
487,344,3,2023-01-14,completed
488,486,12,2023-07-23,completed
489,400,8,2024-10-22,returned
490,51,1,2022-05-20,returned
491,367,10,2023-03-21,completed
492,499,7,2022-01-09,returned
493,188,6,2024-08-30,completed
494,93,13,2022-08-08,completed
495,264,4,2023-03-15,pending
496,64,17,2023-10-06,completed
497,391,10,2024-10-12,returned
498,43,4,2022-03-25,completed
499,234,10,2023-08-04,cancelled
500,116,10,2024-06-28,pending
501,97,16,2024-05-26,cancelled
502,92,16,2024-01-23,cancelled
503,203,3,2022-08-04,completed
504,203,19,2022-10-21,completed
505,34,7,2022-12-12,completed
506,305,13,2023-02-15,completed
507,430,16,2023-04-22,completed
508,388,13,2023-07-14,completed
509,342,13,2024-09-01,completed
510,143,15,2024-11-13,completed
511,129,8,2022-09-08,cancelled
512,16,2,2022-10-03,pending
513,256,6,2022-05-20,completed
514,79,20,2023-11-01,completed
515,339,16,2022-06-06,pending
516,104,16,2024-08-12,completed
517,134,18,2024-10-30,returned
518,488,14,2022-02-06,completed
519,231,13,2024-02-25,completed
520,19,18,2024-07-30,cancelled
521,453,16,2023-09-13,completed
522,160,16,2022-10-03,pending
523,292,18,2022-08-13,cancelled
524,244,6,2024-08-20,returned
525,201,19,2022-04-25,completed
526,393,11,2023-12-24,completed
527,303,12,2022-02-27,completed
528,392,11,2022-02-25,completed
529,220,12,2022-07-19,completed
530,29,8,2023-12-21,completed
531,304,3,2023-10-02,pending
532,59,1,2023-09-17,returned
533,20,14,2023-10-30,returned
534,462,1,2024-11-20,cancelled
535,302,11,2024-08-19,completed
536,166,16,2024-03-10,completed
537,173,11,2023-02-26,completed
538,187,7,2023-09-06,completed
539,431,7,2022-06-04,completed
540,25,19,2023-06-28,completed
541,320,3,2023-04-08,cancelled
542,304,3,2022-07-14,returned
543,244,12,2024-12-23,pending
544,334,17,2022-06-07,pending
545,222,11,2023-09-07,completed
546,206,17,2024-04-28,completed
547,452,17,2023-01-05,pending
548,296,15,2023-01-18,completed
549,415,14,2024-12-27,returned
550,268,15,2022-05-03,completed
551,78,10,2023-05-08,pending
552,211,3,2024-06-10,cancelled
553,434,10,2023-02-21,cancelled
554,132,8,2022-11-25,completed
555,59,1,2023-05-04,completed
556,238,14,2023-09-28,completed
557,104,5,2022-03-17,completed
558,405,18,2023-06-14,completed
559,494,1,2022-03-28,completed
560,161,3,2022-06-21,completed
561,344,3,2024-01-15,completed
562,121,17,2022-10-15,completed
563,341,17,2024-12-04,completed
564,453,20,2024-10-13,completed
565,169,13,2023-10-04,pending
566,479,5,2023-04-29,completed
567,110,15,2022-12-25,completed
568,442,16,2023-06-05,returned
569,359,11,2024-02-07,returned
570,244,9,2024-05-17,pending
571,186,12,2022-10-24,pending
572,11,20,2023-09-24,completed
573,354,8,2022-04-22,completed
574,159,12,2024-02-27,pending
575,274,15,2022-09-07,completed
576,466,9,2022-01-17,completed
577,480,8,2022-07-04,completed
578,441,15,2023-03-07,cancelled
579,451,14,2023-10-12,pending
580,141,16,2022-03-11,completed
581,475,14,2024-04-25,pending
582,423,9,2022-07-25,returned
583,181,18,2022-05-16,cancelled
584,233,2,2023-11-01,cancelled
585,323,5,2023-01-12,completed
586,103,11,2024-03-31,returned
587,57,17,2022-06-18,cancelled
588,434,14,2022-09-24,pending
589,232,5,2023-10-17,completed
590,352,11,2022-12-22,pending
591,102,12,2023-08-01,completed
592,449,19,2024-03-16,completed
593,486,18,2022-02-12,cancelled
594,465,15,2023-04-14,completed
595,360,2,2023-06-21,completed
596,308,3,2024-05-28,completed
597,485,1,2022-12-15,cancelled
598,223,15,2024-12-12,pending
599,61,7,2024-10-09,completed
600,148,13,2023-06-30,completed
601,439,7,2024-06-02,pending
602,373,14,2023-08-03,completed
603,406,10,2024-04-16,completed
604,317,8,2023-04-28,completed
605,44,5,2024-07-27,pending
606,499,7,2023-10-25,cancelled
607,363,20,2024-02-25,completed
608,49,2,2022-05-30,completed
609,242,20,2023-04-26,cancelled
610,3,20,2022-04-04,completed
611,203,5,2023-09-12,returned
612,298,6,2022-03-26,returned
613,477,15,2024-10-06,completed
614,163,14,2022-07-03,completed
615,60,5,2023-06-18,completed
616,383,14,2023-07-30,completed
617,314,9,2023-06-24,returned
618,224,11,2023-10-04,cancelled
619,392,18,2024-10-03,pending
620,28,2,2024-06-20,completed
621,19,6,2023-01-11,cancelled
622,224,16,2024-08-14,completed
623,183,18,2024-06-23,completed
624,253,5,2024-07-26,completed
625,48,10,2023-12-17,completed
626,384,9,2022-12-11,returned
627,299,1,2023-03-11,returned
628,214,8,2023-01-05,pending
629,347,11,2024-10-17,completed
630,349,4,2023-08-06,completed
631,303,4,2024-02-05,pending
632,79,15,2023-10-25,pending
633,233,9,2024-09-09,returned
634,169,20,2022-01-12,completed
635,486,19,2023-10-28,completed
636,442,10,2023-03-09,completed
637,381,20,2022-04-24,completed
638,205,8,2022-07-09,pending
639,46,7,2024-03-27,completed
640,400,5,2024-03-06,completed
641,252,10,2023-09-04,cancelled
642,184,12,2022-09-26,returned
643,251,13,2023-02-14,completed
644,289,3,2023-07-04,pending
645,416,6,2024-05-15,completed
646,48,11,2024-05-22,completed
647,332,5,2023-04-05,completed
648,323,3,2024-12-15,completed
649,224,16,2024-08-16,completed
650,66,10,2022-11-01,pending
651,268,19,2023-05-25,completed
652,470,4,2022-06-06,returned
653,212,19,2024-05-20,pending
654,182,3,2023-06-03,pending
655,9,15,2024-10-28,completed
656,432,3,2023-01-09,completed
657,161,15,2023-09-02,pending
658,320,11,2024-07-10,pending
659,109,20,2023-01-19,completed
660,223,1,2022-08-06,completed
661,7,16,2022-08-27,completed
662,445,20,2024-04-09,cancelled
663,156,20,2024-09-23,completed
664,412,5,2024-03-19,completed
665,98,1,2022-01-29,cancelled
666,440,16,2023-01-21,cancelled
667,333,18,2022-10-25,completed
668,155,5,2022-06-26,completed
669,12,5,2024-05-14,cancelled
670,494,1,2024-06-30,pending
671,300,10,2024-07-09,returned
672,27,4,2024-03-13,cancelled
673,213,19,2024-06-03,returned
674,19,16,2023-08-19,returned
675,119,17,2024-09-26,completed
676,296,3,2024-05-14,completed
677,456,16,2024-05-04,returned
678,230,1,2023-12-12,completed
679,372,12,2023-08-13,completed
680,260,11,2023-04-21,returned
681,68,13,2024-08-17,completed
682,408,6,2024-01-08,returned
683,145,3,2023-03-01,cancelled
684,67,6,2024-09-15,returned
685,52,16,2024-10-04,completed
686,108,1,2023-04-26,completed
687,183,6,2023-06-19,pending
688,17,11,2024-10-28,completed
689,317,18,2022-08-22,completed
690,133,12,2024-09-23,pending
691,395,9,2022-04-06,completed
692,310,2,2024-11-21,completed
693,493,4,2024-07-25,completed
694,422,17,2022-07-28,completed
695,323,7,2022-12-09,completed
696,373,15,2022-11-18,pending
697,256,4,2024-11-02,completed
698,172,4,2024-01-15,pending
699,225,1,2023-02-18,completed
700,175,6,2024-08-28,completed
701,191,14,2023-06-29,completed
702,78,17,2023-05-18,completed
703,71,14,2023-04-13,completed
704,488,12,2024-07-28,completed
705,75,17,2024-06-25,completed
706,174,6,2022-06-23,completed
707,202,5,2022-05-06,returned
708,324,17,2022-04-29,completed
709,206,18,2024-05-08,pending
710,370,12,2023-09-16,completed
711,461,5,2023-07-27,cancelled
712,229,18,2024-04-07,returned
713,358,13,2024-06-24,pending
714,452,2,2023-02-09,returned
715,200,5,2023-11-17,returned
716,110,18,2023-08-05,completed
717,175,6,2024-12-03,completed
718,456,19,2022-02-27,completed
719,427,14,2023-05-10,returned
720,375,12,2022-08-15,completed
721,182,4,2024-11-05,completed
722,294,15,2023-09-03,completed
723,413,19,2023-04-29,returned
724,433,12,2024-12-28,completed
725,342,19,2023-08-06,cancelled
726,366,8,2022-10-14,completed
727,265,12,2023-11-03,completed
728,76,14,2022-07-20,completed
729,32,5,2022-07-08,completed
730,229,17,2023-03-16,completed
731,399,9,2024-11-28,returned
732,326,15,2024-10-18,cancelled
733,375,6,2024-09-29,completed
734,66,15,2024-11-01,completed
735,442,7,2024-11-17,completed
736,17,18,2024-08-27,completed
737,309,4,2022-09-01,completed
738,293,17,2024-01-27,completed
739,191,12,2022-08-30,completed
740,249,5,2023-08-26,completed
741,25,10,2024-05-13,completed
742,94,16,2023-03-18,completed
743,281,2,2022-09-08,completed
744,294,15,2024-09-12,completed
745,244,20,2024-02-12,completed
746,259,15,2022-10-11,cancelled
747,77,11,2024-07-08,completed
748,199,13,2024-04-18,completed
749,491,15,2022-04-04,cancelled
750,331,6,2023-07-23,cancelled
751,293,10,2022-02-20,returned
752,330,7,2022-09-11,returned
753,491,7,2022-04-19,pending
754,258,4,2024-09-01,cancelled
755,93,9,2024-12-25,pending
756,126,19,2023-02-26,completed
757,414,11,2022-06-23,completed
758,252,1,2022-04-03,completed
759,93,17,2024-06-14,completed
760,132,4,2024-02-22,returned
761,147,9,2022-12-11,pending
762,79,14,2022-07-03,cancelled
763,31,11,2022-12-13,completed
764,366,13,2022-02-25,completed
765,73,11,2023-10-18,completed
766,483,4,2024-02-09,completed
767,123,19,2023-02-19,completed
768,261,13,2024-10-06,completed
769,32,18,2023-07-06,completed
770,248,8,2022-05-15,completed
771,284,4,2023-07-06,completed
772,156,15,2022-09-15,completed
773,105,5,2024-10-21,completed
774,401,14,2022-12-11,returned
775,,15,2024-07-14,pending
776,335,1,2023-08-16,completed
777,140,13,2024-09-14,completed
778,300,10,2023-03-12,completed
779,379,3,2022-11-27,completed
780,203,5,2022-07-03,cancelled
781,450,20,2023-07-27,returned
782,453,11,2023-10-14,cancelled
783,386,9,2023-06-20,completed
784,175,20,2023-10-21,completed
785,468,1,2022-02-02,returned
786,3,6,2024-09-02,completed
787,391,3,2024-09-28,pending
788,276,15,2022-06-08,cancelled
789,181,13,2022-09-10,pending
790,199,1,2024-01-04,completed
791,190,15,2024-08-05,completed
792,381,9,2023-03-30,cancelled
793,99,20,2024-01-03,cancelled
794,414,8,2023-09-13,completed
795,19,20,2024-01-14,completed
796,101,13,2022-01-15,completed
797,292,6,2023-07-23,returned
798,338,20,2023-02-01,returned
799,34,3,2022-12-26,completed
800,478,8,2023-06-16,returned
801,99,1,2023-07-16,cancelled
802,315,18,2024-12-27,completed
803,481,2,2022-01-05,pending
804,222,14,2023-10-24,completed
805,349,16,2022-09-07,completed
806,389,8,2024-11-25,completed
807,471,15,2023-07-24,completed
808,201,3,2022-01-11,returned
809,378,14,2022-02-21,completed
810,101,10,2023-05-27,completed
811,15,1,2022-07-18,returned
812,431,4,2023-11-16,completed
813,491,2,2023-05-04,pending
814,267,3,2023-11-15,pending
815,392,15,2024-06-17,returned
816,44,2,2022-09-13,completed
817,456,3,2023-10-04,pending
818,32,15,2022-09-19,completed
819,313,3,2023-09-10,completed
820,287,13,2022-04-25,completed
821,317,8,2022-07-16,pending
822,233,14,2022-01-22,returned
823,174,1,2022-07-27,completed
824,169,4,2024-11-25,completed
825,305,19,2022-01-26,pending
826,464,17,2023-02-01,completed
827,216,20,2023-12-29,completed
828,125,2,2023-01-16,completed
829,160,17,2022-09-19,cancelled
830,160,18,2024-01-03,pending
831,76,20,2022-10-26,completed
832,189,17,2023-08-20,returned
833,30,18,2022-10-24,pending
834,217,7,2022-04-22,cancelled
835,403,7,2023-02-17,cancelled
836,356,15,2024-09-01,returned
837,437,11,2023-11-10,returned
838,215,4,2023-09-06,completed
839,254,1,2022-03-28,cancelled
840,355,20,2023-04-02,completed
841,247,11,2023-05-05,pending
842,106,1,2024-02-09,completed
843,38,18,2022-01-21,completed
844,149,19,2022-10-19,pending
845,23,7,2024-01-08,completed
846,90,9,2023-08-05,cancelled
847,174,8,2022-12-23,completed
848,12,9,2023-02-06,completed
849,426,13,2022-02-12,cancelled
850,174,10,2022-08-16,completed
851,190,6,2023-05-07,returned
852,450,4,2024-06-07,completed
853,407,18,2022-09-25,completed
854,163,8,2024-02-06,completed
855,438,5,2023-01-23,completed
856,28,9,2023-05-22,pending
857,436,19,2022-09-16,completed
