order_id,product_id,quantity,discount_pct
38,52,1,0.2
38,23,1,0.0
39,92,2,0.05
39,69,1,0.05
39,78,1,0.0
39,1,2,0.25
40,4,4,0.0
40,71,1,0.0
40,25,3,0.2
41,100,2,0.05
41,50,5,0.0
41,43,4,0.15
42,69,1,0.0
42,57,2,0.0
43,6,2,0.0
43,1,2,0.05
43,92,3,0.0
44,81,2,0.0
44,30,4,0.0
44,83,2,0.0
44,3,2,0.0
44,100,1,0.1
44,19,1,0.0
45,78,3,0.05
45,27,1,0.0
46,26,3,0.1
46,3,2,0.0
46,18,3,0.0
47,95,2,0.1
47,82,2,0.0
47,37,2,0.05
47,4,2,0.2
47,90,3,0.05
47,42,1,0.05
48,33,1,0.0
48,43,2,0.05
48,93,1,0.15
49,35,2,0.15
49,65,4,0.1
49,26,2,0.15
49,38,1,0.25
50,31,4,0.15
50,20,2,0.0
50,4,2,0.0
51,99,2,0.05
51,79,4,0.1
51,72,2,0.15
51,28,1,0.1
52,47,2,0.0
52,93,3,0.0
52,5,1,0.25
52,77,1,0.0
52,23,1,0.1
53,76,0,0.2
53,41,1,0.0
53,35,1,0.0
53,82,2,0.05
53,45,1,0.1
54,27,1,0.0
54,44,2,0.1
55,29,4,0.1
55,97,3,0.1
55,63,1,0.1
55,80,1,0.15
56,59,1,0.0
56,34,4,0.15
57,68,2,0.05
57,47,1,0.0
57,64,2,0.0
57,29,2,0.2
58,13,2,0.2
58,11,3,0.0
59,90,1,0.0
59,5,2,0.0
59,98,1,0.25
59,54,1,0.0
60,93,4,0.0
60,98,2,0.05
60,96,3,0.0
60,22,2,0.2
60,55,1,0.05
60,33,1,0.15
61,10,4,0.0
61,56,1,0.05
61,96,1,0.15
61,64,3,0.0
62,23,3,0.05
62,98,5,0.0
62,28,4,0.1
62,36,1,0.0
62,30,2,0.0
63,23,1,0.0
63,93,1,0.0
64,79,1,0.0
64,9,3,0.05
65,91,2,0.0
65,26,1,0.2
66,84,4,0.1
67,87,1,0.0
67,83,1,0.1
67,14,1,0.2
68,58,3,0.0
68,28,3,0.1
68,21,3,0.0
68,66,2,0.0
68,15,3,0.0
69,62,1,0.0
69,15,2,0.0
69,99,1,0.05
70,48,1,0.0
70,26,1,0.0
70,8,3,0.05
70,33,2,0.0
71,82,2,0.0
71,45,1,0.1
71,8,2,0.1
71,22,2,0.1
71,77,1,0.0
71,41,1,0.1
72,10,3,0.1
72,32,1,0.15
73,36,1,0.05
73,49,1,0.0
74,31,1,0.05
74,23,3,0.15
75,93,0,0.0
75,100,2,0.1
75,82,3,0.05
76,91,2,0.0
76,40,1,0.0
76,83,3,0.1
77,59,2,0.15
77,15,2,0.05
77,56,-1,0.0
77,31,1,0.0
77,35,3,0.05
78,34,2,0.0
78,47,1,0.15
78,54,2,0.0
79,88,3,0.05
79,15,1,0.0
79,89,2,0.0
80,100,1,0.0
80,57,1,0.15
80,70,3,0.15
80,29,3,0.0
80,4,3,0.2
81,39,1,0.0
81,51,2,0.0
81,49,3,0.1
81,23,2,0.0
81,64,1,0.05
81,55,3,0.0
82,4,1,0.05
82,33,2,0.2
82,50,1,0.05
83,4,2,0.0
83,36,2,0.0
84,98,5,0.1
84,45,4,0.0
84,74,2,0.0
84,24,1,0.0
84,96,1,0.1
85,11,1,0.0
85,70,2,0.0
85,58,2,0.05
85,22,2,0.0
86,58,3,0.15
86,68,1,0.05
86,79,2,0.0
87,18,1,0.0
87,14,3,0.25
87,63,3,0.05
88,2,1,0.0
88,56,4,0.15
89,13,2,0.2
89,53,2,0.0
89,26,2,0.0
89,22,2,0.0
89,77,1,0.05
90,89,2,0.15
90,91,2,0.2
90,76,1,0.0
91,55,1,0.1
91,64,1,0.15
91,45,2,0.0
92,79,4,0.0
93,6,3,0.0
93,40,2,0.1
93,89,3,0.05
93,78,2,0.2
94,76,1,0.15
94,71,1,0.05
94,98,1,0.2
94,16,2,0.0
95,24,2,0.15
95,42,3,0.15
95,72,4,0.2
95,9,3,0.0
96,16,2,0.0
96,90,3,0.1
96,70,1,0.0
96,51,-1,0.05
96,30,2,0.05
97,80,2,0.0
97,6,2,0.0
97,84,4,0.0
97,76,2,0.15
97,55,2,0.05
98,98,2,0.0
98,12,1,0.05
98,54,2,0.0
99,85,3,0.25
99,29,1,0.0
100,35,2,0.05
100,13,3,0.15
101,32,2,0.0
101,24,4,0.0
101,94,1,0.0
101,31,2,0.15
102,4,1,0.1
102,21,2,0.1
102,89,1,0.1
102,36,1,0.0
102,32,1,0.15
102,97,1,0.0
103,9,1,0.15
103,25,3,0.25
103,60,2,0.05
103,5,1,0.0
104,4,1,0.0
104,83,2,0.0
104,26,1,0.0
104,41,2,0.1
104,50,2,0.1
105,69,1,0.0
105,50,2,0.05
106,3,1,0.1
106,80,1,0.0
106,30,2,0.0
106,40,1,0.0
107,31,1,0.2
107,33,1,0.2
107,27,1,0.0
107,61,3,0.0
108,50,1,0.0
108,80,1,0.15
108,18,1,0.25
108,71,2,0.2
109,78,2,0.15
109,35,5,0.0
109,62,2,0.15
109,81,1,0.0
109,2,2,0.0
109,32,2,0.05
110,59,3,0.05
110,28,1,0.2
110,36,2,0.05
110,37,1,0.1
111,83,1,0.0
111,3,1,0.0
111,56,3,0.0
111,75,3,0.2
111,7,1,0.15
112,1,2,0.05
112,84,2,0.0
112,44,1,0.15
112,10,1,0.1
113,82,2,0.0
113,56,4,0.0
113,74,2,0.1
114,30,1,0.15
114,63,1,0.0
114,44,1,0.15
114,40,1,0.0
115,5,1,0.15
115,17,2,0.15
115,43,2,0.0
116,66,3,0.05
116,10,1,0.1
116,81,4,0.1
116,53,2,0.0
116,98,1,0.1
117,71,1,0.0
117,74,2,0.0
118,65,2,0.0
118,48,2,0.15
118,19,2,0.0
118,91,2,0.0
119,77,2,0.1
119,34,3,0.0
120,20,1,0.0
121,92,4,0.0
121,96,1,0.0
122,60,2,0.15
122,55,4,0.0
122,23,1,0.05
123,78,4,0.05
123,63,2,0.2
123,64,3,0.0
123,34,1,0.1
123,99,4,0.15
124,61,2,0.0
124,50,1,0.15
124,60,1,0.0
124,54,1,0.0
124,72,2,0.0
125,76,1,0.0
126,36,1,0.0
126,95,1,0.0
126,5,1,0.25
126,53,2,0.0
127,26,2,0.2
127,87,1,0.2
127,17,1,0.25
127,53,1,0.1
127,56,2,0.1
127,5,2,0.0
128,73,3,0.25
128,76,1,0.15
128,95,3,0.0
128,52,2,0.0
129,55,2,0.05
129,12,2,0.0
129,66,2,0.0
130,50,1,0.0
130,71,2,0.25
130,19,1,0.05
130,91,3,0.1
130,79,1,0.0
131,37,1,0.0
131,3,2,0.0
131,41,1,0.0
132,50,1,0.0
132,49,1,0.05
133,94,1,0.0
133,95,1,0.0
133,65,2,0.0
134,87,2,0.0
134,22,1,0.2
134,93,3,0.0
134,29,4,0.0
134,65,1,0.2
135,87,1,0.0
136,54,1,0.15
136,99,5,0.2
137,22,2,0.05
137,89,2,0.05
137,16,2,0.1
138,22,3,0.25
138,71,2,0.1
138,49,2,0.2
138,43,1,0.05
138,47,1,0.15
138,67,3,0.25
139,34,4,0.0
140,23,2,0.15
140,40,3,0.0
140,21,1,0.05
140,14,1,0.05
141,38,1,0.0
141,12,1,0.15
141,93,1,0.0
141,52,1,0.0
141,26,1,0.1
142,95,2,0.1
142,53,2,0.1
142,47,1,0.15
142,79,4,0.0
143,77,4,0.05
143,76,1,0.0
143,13,2,0.1
143,19,2,0.0
143,53,1,0.05
143,79,1,0.0
144,90,1,0.0
144,94,1,0.05
144,68,2,0.0
144,82,2,0.0
144,17,2,0.1
145,100,2,0.05
145,49,3,0.1
145,19,1,0.05
145,4,3,0.05
146,64,2,0.0
146,17,1,0.0
146,98,2,0.15
146,71,2,0.1
147,60,1,0.0
147,16,1,0.1
148,66,4,0.2
148,83,1,0.15
148,3,2,0.0
148,91,1,0.0
149,62,5,0.2
149,34,2,0.0
149,58,2,0.1
149,52,2,0.2
149,89,1,0.2
150,56,2,0.05
150,18,3,0.0
150,29,5,0.25
150,66,1,0.0
150,72,1,0.05
151,76,4,0.25
151,3,-1,0.05
152,76,3,0.2
152,36,2,0.0
152,86,1,0.0
153,67,1,0.0
153,76,3,0.0
153,98,3,0.0
154,7,2,0.05
154,47,4,0.2
154,30,1,0.0
154,40,3,0.0
155,72,3,0.0
155,33,3,0.0
155,66,1,0.1
156,100,4,0.05
156,85,4,0.05
157,1,1,0.0
157,98,2,0.05
157,15,2,0.0
157,68,2,0.2
158,79,1,0.05
158,52,1,0.0
158,36,2,0.0
159,26,1,0.0
159,11,1,0.05
159,62,3,0.0
160,36,1,0.05
160,12,1,0.15
160,88,2,0.0
161,16,2,0.0
161,79,2,0.1
161,80,1,0.05
161,64,1,0.0
162,93,2,0.0
162,2,3,0.0
162,7,3,0.15
163,74,1,0.2
163,61,2,0.1
163,84,1,0.1
163,82,2,0.0
164,99,2,0.2
164,33,4,0.25
164,56,3,0.0
164,84,1,0.15
165,96,1,0.15
165,31,5,0.0
166,35,1,0.05
166,54,1,0.15
166,3,1,0.1
167,18,1,0.0
167,64,4,0.0
167,7,1,0.1
167,81,3,0.0
168,88,3,0.0
168,20,4,0.0
168,65,4,0.1
168,47,1,0.0
169,44,1,0.2
169,41,2,0.0
169,71,1,0.05
170,1,3,0.0
170,58,1,0.1
170,72,2,0.2
170,79,1,0.0
171,87,1,0.0
171,89,3,0.0
172,36,1,0.1
172,80,2,0.05
172,70,2,0.0
173,41,2,0.0
173,75,2,0.05
173,5,2,0.0
174,61,1,0.15
174,85,-1,0.0
174,64,3,0.15
175,89,4,0.0
175,31,2,0.0
175,39,1,0.0
176,59,1,0.2
176,30,1,0.15
176,99,2,0.0
177,65,1,0.0
177,44,5,0.05
177,52,1,0.0
178,80,1,0.15
178,86,5,0.0
178,41,3,0.1
179,63,4,0.0
179,96,1,0.1
179,77,3,0.0
179,39,3,0.0
179,47,3,0.1
180,1,2,0.0
180,39,5,0.0
180,3,1,0.25
181,89,1,0.0
181,32,1,0.0
181,38,2,0.0
182,16,1,0.15
182,60,1,0.0
182,4,2,0.0
183,50,1,0.0
183,59,3,0.0
183,74,1,0.0
183,83,1,0.1
184,31,2,0.0
184,86,5,0.1
184,71,1,0.15
184,99,3,0.05
184,75,1,0.0
185,100,5,0.0
185,11,-1,0.0
186,78,4,0.0
186,60,1,0.05
187,29,3,0.0
187,41,4,0.2
187,62,5,0.0
187,92,5,0.1
187,99,4,0.1
188,81,2,0.0
188,56,2,0.25
188,47,4,0.1
189,76,3,0.0
189,34,3,0.0
189,91,1,0.15
189,100,5,0.1
190,85,4,0.15
190,22,1,0.0
190,42,2,0.25
191,40,5,0.05
191,51,4,0.1
191,98,2,0.0
191,41,1,0.05
191,58,2,0.1
192,11,1,0.2
192,28,1,0.0
192,49,2,0.0
192,58,2,0.2
193,13,4,0.15
193,69,1,0.1
193,100,4,0.0
194,42,5,0.15
194,35,2,0.05
195,1,2,0.15
196,62,2,0.25
196,6,2,0.0
196,94,3,0.0
197,62,2,0.15
197,54,1,0.0
197,84,1,0.05
198,85,1,0.05
198,39,4,0.1
198,14,1,0.0
198,65,2,0.0
199,52,4,0.1
199,5,1,0.1
199,42,3,0.0
199,92,3,0.0
200,44,3,0.05
200,85,1,0.0
200,15,2,0.0
201,75,2,0.0
201,51,4,0.0
201,60,4,0.1
201,2,1,0.0
202,15,2,0.2
202,55,3,0.0
203,19,1,0.25
203,78,3,0.15
203,30,-1,0.05
204,42,1,0.2
204,11,1,0.1
204,62,1,0.0
205,98,1,0.2
206,43,2,0.05
206,48,2,0.0
207,78,4,0.1
207,59,1,0.05
207,13,4,0.0
207,64,0,0.1
207,11,5,0.0
208,81,1,0.0
208,72,1,0.05
208,76,2,0.0
208,42,4,0.0
209,84,3,0.0
209,92,3,0.15
209,76,2,0.0
210,75,3,0.1
210,54,4,0.25
211,44,1,0.05
211,15,4,0.05
211,100,5,0.1
212,12,1,0.15
212,45,1,0.0
213,47,2,0.0
213,75,2,0.25
213,92,1,0.0
213,39,3,0.0
213,62,2,0.1
214,74,2,0.0
214,27,1,0.0
214,38,2,0.2
215,95,3,0.1
215,54,4,0.05
215,2,1,0.05
215,56,3,0.0
215,49,4,0.15
216,48,3,0.0
216,60,3,0.0
216,6,2,0.0
217,57,1,0.0
217,9,1,0.0
217,86,1,0.1
217,11,2,0.2
218,21,2,0.1
218,30,1,0.05
218,25,1,0.0
219,4,1,0.2
219,49,1,0.0
219,73,2,0.0
219,34,2,0.0
219,91,1,0.1
220,34,1,0.0
220,33,1,0.0
220,68,3,0.1
220,72,1,0.0
220,44,0,0.05
221,53,3,0.0
221,98,5,0.05
221,39,2,0.0
221,17,1,0.1
221,47,1,0.0
221,43,2,0.2
222,42,3,0.1
222,72,2,0.05
222,52,4,0.05
222,54,3,0.0
222,27,3,0.05
222,76,1,0.15
223,51,2,0.0
223,40,2,0.05
223,39,1,0.0
223,15,2,0.0
224,3,2,0.1
224,19,1,0.1
225,35,1,0.0
225,9,4,0.0
225,51,1,0.0
226,95,1,0.0
226,3,2,0.0
226,100,1,0.15
227,99,3,0.2
227,44,1,0.05
227,38,5,0.0
228,51,1,0.0
228,69,1,0.0
228,91,1,0.0
228,83,3,0.05
229,82,1,0.0
229,59,2,0.0
230,86,2,0.0
230,17,1,0.1
230,4,1,0.1
230,80,2,0.0
230,45,2,0.0
230,10,1,0.0
231,81,3,0.0
231,48,3,0.05
231,42,2,0.25
232,59,4,0.25
232,39,4,0.0
232,90,3,0.05
233,77,2,0.05
233,11,1,0.1
234,61,2,0.1
234,94,4,0.0
234,58,1,0.05
234,31,1,0.15
234,98,1,0.25
234,83,2,0.0
235,40,2,0.15
235,29,2,0.1
235,67,4,0.05
235,87,1,0.0
236,81,1,0.0
236,4,2,0.0
236,93,4,0.0
236,7,5,0.15
236,73,1,0.0
236,37,2,0.05
237,92,4,0.1
237,35,1,0.2
237,81,2,0.15
237,8,4,0.0
238,74,1,0.0
238,2,3,0.0
238,82,2,0.1
239,21,2,0.15
239,74,2,0.0
239,69,2,0.1
240,11,3,0.0
240,46,1,0.0
240,32,1,0.0
240,77,1,0.05
240,3,1,0.25
241,59,4,0.05
241,53,2,0.0
241,9,3,0.0
242,37,1,0.0
243,19,3,0.1
243,93,1,0.15
243,91,1,0.0
244,52,1,0.0
244,76,2,0.0
244,3,1,0.05
244,36,1,0.0
245,66,4,0.0
245,13,2,0.15
245,29,1,0.0
245,32,3,0.0
245,3,4,0.0
246,92,1,0.0
246,59,4,0.0
246,21,3,0.0
247,12,1,0.15
247,47,2,0.2
247,46,2,0.0
248,88,1,0.0
248,87,1,0.15
248,39,1,0.0
248,44,1,0.0
249,32,1,0.1
249,94,1,0.2
249,45,5,0.05
249,3,1,0.1
250,64,2,0.0
250,16,2,0.0
250,51,1,0.15
251,18,2,0.15
251,10,1,0.0
251,86,1,0.0
251,69,1,0.0
252,50,2,0.05
252,65,1,0.0
252,46,5,0.0
252,86,1,0.1
253,37,3,0.0
254,28,2,0.0
255,13,1,0.0
255,69,1,0.0
255,77,2,0.0
256,69,1,0.15
256,94,2,0.05
256,46,2,0.1
257,98,1,0.0
257,72,1,0.0
257,69,3,0.25
257,21,2,0.15
257,49,2,0.0
257,62,1,0.0
258,100,1,0.0
258,4,4,0.1
258,69,5,0.0
258,29,1,0.0
259,11,2,0.05
259,34,1,0.05
259,50,1,0.15
260,13,1,0.0
260,11,2,0.0
260,55,5,0.0
261,81,1,0.2
261,84,1,0.0
261,57,1,0.0
262,61,2,0.1
262,91,1,0.0
263,76,1,0.0
263,21,1,0.15
263,54,2,0.0
264,44,5,0.0
264,42,2,0.1
264,4,2,0.2
264,85,2,0.0
264,8,1,0.05
265,51,1,0.1
265,28,2,0.1
265,2,1,0.0
266,40,4,0.25
266,80,5,0.0
267,83,2,0.0
267,53,2,0.0
267,41,2,0.0
267,35,1,0.1
268,22,1,0.0
269,5,4,0.25
269,48,1,0.1
269,49,3,0.15
269,96,2,0.05
269,60,2,0.2
269,58,2,0.0
270,24,2,0.0
270,28,2,0.0
270,75,3,0.0
270,17,2,0.05
270,63,3,0.15
271,2,3,0.0
271,19,1,0.05
271,21,3,0.0
272,39,1,0.0
272,47,1,0.05
272,6,1,0.0
273,34,2,0.0
273,16,1,0.0
274,12,3,0.15
274,65,3,0.15
274,73,2,0.05
274,96,3,0.0
274,16,3,0.0
274,14,1,0.0
275,67,2,0.0
275,14,1,0.0
275,15,1,0.05
275,72,2,0.0
276,47,2,0.05
277,50,2,0.0
278,28,1,0.0
278,9,3,0.0
278,3,1,0.1
279,61,2,0.0
279,77,4,0.2
279,35,2,0.05
279,7,2,0.0
280,14,1,0.1
280,91,1,0.0
281,10,2,0.15
281,1,4,0.1
281,50,1,0.2
281,3,1,0.15
281,29,5,0.05
281,22,1,0.1
282,5,4,0.0
282,50,1,0.05
283,72,2,0.05
283,49,1,0.0
283,100,1,0.05
284,7,3,0.0
284,59,2,0.2
285,41,1,0.0
285,74,1,0.05
285,40,4,0.0
285,77,3,0.15
286,4,1,0.0
286,22,3,0.0
286,12,2,0.0
287,39,2,0.1
287,85,4,0.0
287,73,2,0.1
287,94,3,0.0
288,97,3,0.05
288,8,2,0.0
288,40,3,0.2
288,80,2,0.0
288,89,2,0.2
289,89,2,0.1
289,20,1,0.1
289,35,1,0.05
289,65,5,0.0
290,85,1,0.0
290,50,1,0.05
290,71,4,0.0
290,59,-1,0.0
290,12,2,0.0
291,60,1,0.0
291,78,2,0.05
291,17,4,0.0
291,16,1,0.0
291,92,2,0.0
292,81,1,0.0
292,83,2,0.0
292,42,2,0.15
293,51,1,0.0
293,96,2,0.0
293,75,0,0.25
293,20,3,0.1
294,8,2,0.15
294,11,2,0.1
294,42,3,0.05
294,55,0,0.15
294,10,2,0.0
295,49,3,0.1
295,74,3,0.05
295,80,1,0.1
295,7,1,0.1
296,60,2,0.0
296,81,1,0.0
296,32,2,0.0
297,71,1,0.1
297,18,1,0.0
297,3,2,0.25
297,53,1,0.0
297,28,1,0.05
297,97,2,0.0
298,9,1,0.15
298,53,3,0.1
298,60,3,0.1
298,56,1,0.15
299,52,4,0.0
299,59,2,0.05
299,14,4,0.2
299,23,4,0.0
299,49,1,0.05
300,96,2,0.1
300,81,2,0.15
301,29,1,0.0
302,4,2,0.15
302,42,1,0.1
302,72,1,0.05
302,64,4,0.1
303,7,1,0.1
303,22,1,0.0
303,46,2,0.15
303,74,1,0.0
303,13,1,0.0
303,89,1,0.05
304,73,1,0.0
304,63,2,0.05
304,60,2,0.05
304,99,1,0.2
305,58,1,0.0
305,35,5,0.2
305,88,1,0.05
306,84,1,0.0
306,60,1,0.15
306,56,1,0.0
307,32,4,0.1
307,5,1,0.0
307,96,1,0.0
308,22,3,0.05
308,15,2,0.0
308,6,1,0.2
308,61,1,0.0
308,88,1,0.0
309,70,3,0.0
309,61,1,0.05
309,33,4,0.05
310,94,1,0.0
310,42,1,0.0
311,80,2,0.0
311,39,2,0.0
311,89,1,0.0
312,31,1,0.1
312,42,1,0.2
313,82,1,0.0
313,36,2,0.05
313,26,2,0.15
313,59,2,0.0
314,55,3,0.0
314,79,4,0.0
314,50,1,0.2
314,72,2,0.0
314,61,1,0.05
315,71,3,0.0
315,4,1,0.2
315,13,1,0.0
315,43,1,0.0
316,79,5,0.0
317,13,1,0.0
317,94,1,0.0
317,93,1,0.1
317,99,4,0.0
318,59,2,0.0
318,83,1,0.0
319,64,3,0.1
319,52,1,0.0
319,23,1,0.0
319,44,2,0.0
320,70,1,0.0
320,71,2,0.05
320,69,1,0.0
321,69,2,0.0
321,65,1,0.15
321,1,3,0.0
321,91,4,0.0
321,98,5,0.1
322,24,3,0.0
322,6,1,0.0
322,42,4,0.0
323,76,1,0.0
323,71,2,0.0
323,29,1,0.15
324,1,2,0.2
324,71,1,0.0
324,73,1,0.0
324,46,1,0.05
324,68,1,0.2
324,74,2,0.1
325,82,2,0.0
325,74,4,0.0
325,67,3,0.1
325,76,2,0.1
326,77,4,0.0
326,17,1,0.1
326,60,1,0.1
326,14,4,0.1
326,82,1,0.0
327,79,3,0.0
327,66,2,0.0
327,51,0,0.15
327,84,2,0.0
327,14,2,0.05
327,70,3,0.15
328,88,1,0.1
328,83,3,0.0
328,85,4,0.0
329,99,2,0.0
329,44,1,0.05
329,37,1,0.15
330,84,4,0.05
330,66,2,0.15
330,27,2,0.05
331,47,4,0.0
331,65,5,0.05
331,41,2,0.25
331,58,1,0.0
331,97,2,0.0
331,29,2,0.15
332,50,2,0.0
332,13,2,0.0
332,88,1,0.05
333,92,1,0.0
333,65,2,0.05
334,43,1,0.1
334,88,4,0.1
334,99,1,0.0
334,6,2,0.0
334,94,2,0.0
334,24,1,0.0
335,63,2,0.05
335,10,2,0.1
335,38,1,0.0
336,20,2,0.0
336,5,1,0.2
336,6,2,0.1
336,53,1,0.0
336,15,1,0.1
337,62,3,0.15
337,87,2,0.0
337,94,1,0.0
337,97,2,0.1
338,38,2,0.0
338,37,4,0.0
338,54,4,0.05
339,28,2,0.1
339,91,2,0.2
339,43,2,0.0
339,55,1,0.1
339,1,2,0.0
339,64,1,0.1
340,93,4,0.05
340,85,2,0.0
340,19,1,0.0
340,55,1,0.1
341,60,5,0.1
341,4,1,0.05
341,93,1,0.0
341,9,2,0.0
342,10,2,0.1
342,71,3,0.05
343,95,3,0.05
343,77,4,0.0
343,21,1,0.2
343,74,1,0.05
343,49,2,0.1
344,59,1,0.05
344,100,3,0.05
344,7,1,0.05
345,20,2,0.15
345,21,1,0.0
345,89,2,0.05
346,54,2,0.0
346,91,1,0.0
346,47,2,0.1
347,34,2,0.0
347,57,1,0.0
347,20,2,0.1
348,69,1,0.1
348,34,2,0.0
348,2,4,0.25
348,57,4,0.05
349,20,3,0.0
349,70,1,0.0
349,40,3,0.1
349,52,2,0.0
349,67,2,0.05
349,8,1,0.0
350,2,3,0.05
350,26,5,0.2
350,10,1,0.0
350,89,2,0.15
351,34,1,0.25
351,18,1,0.15
351,72,1,0.05
351,88,2,0.0
352,90,1,0.05
352,16,2,0.15
352,61,1,0.0
353,8,1,0.25
353,61,3,0.05
353,37,1,0.2
353,29,2,0.0
354,74,4,0.0
355,64,3,0.0
355,72,1,0.0
355,95,2,0.2
355,47,2,0.0
355,4,5,0.0
356,80,1,0.0
356,78,2,0.2
356,61,4,0.0
357,58,3,0.0
357,96,2,0.1
357,40,1,0.05
357,33,1,0.0
358,57,4,0.0
358,38,1,0.0
358,6,2,0.0
358,88,2,0.1
359,88,1,0.1
359,78,4,0.15
359,58,2,0.0
359,49,1,0.1
359,69,2,0.05
360,36,2,0.05
360,35,3,0.0
360,76,1,0.0
361,43,2,0.05
361,4,1,0.1
361,73,5,0.1
362,12,1,0.1
362,89,2,0.0
362,8,2,0.05
362,90,1,0.0
362,67,1,0.15
363,27,2,0.1
363,7,0,0.15
363,85,4,0.0
364,45,2,0.0
364,79,1,0.05
364,64,2,0.15
365,71,4,0.15
365,14,2,0.05
365,92,2,0.0
365,79,2,0.2
365,19,2,0.05
365,9,2,0.1
366,11,2,0.05
366,59,1,0.0
366,24,1,0.0
367,65,2,0.05
367,67,2,0.0
367,84,1,0.0
368,9,1,0.2
368,31,1,0.2
368,36,5,0.0
369,43,5,0.0
370,9,1,0.0
370,90,2,0.0
370,75,3,0.05
371,32,3,0.0
371,55,4,0.25
371,93,3,0.0
372,8,2,0.05
372,60,5,0.0
372,4,3,0.0
372,85,1,0.0
372,54,5,0.0
372,43,2,0.1
373,82,1,0.15
373,84,1,0.0
373,21,1,0.0
373,37,1,0.05
374,70,1,0.1
374,98,2,0.05
374,7,1,0.0
374,51,3,0.0
374,54,1,0.15
375,18,4,0.2
375,10,2,0.0
376,79,2,0.0
376,35,4,0.25
376,50,5,0.0
376,76,1,0.0
376,92,3,0.0
376,78,2,0.2
377,22,4,0.0
377,27,1,0.0
377,96,3,0.2
377,21,2,0.0
378,100,1,0.0
378,44,-1,0.0
378,24,2,0.0
378,61,0,0.2
379,30,2,0.15
379,29,5,0.05
379,35,1,0.15
379,82,5,0.0
380,64,1,0.0
380,83,1,0.05
380,92,4,0.1
380,99,2,0.15
380,5,1,0.2
381,40,3,0.25
381,91,1,0.2
381,21,3,0.1
381,33,2,0.0
381,6,2,0.0
382,72,1,0.05
382,69,4,0.0
382,9,1,0.0
383,49,2,0.2
383,78,2,0.0
383,2,1,0.0
383,39,5,0.0
383,36,1,0.05
384,2,4,0.0
384,85,4,0.05
384,55,3,0.2
385,53,1,0.05
386,17,4,0.0
387,66,2,0.0
387,4,2,0.15
388,32,2,0.0
388,46,3,0.0
388,55,1,0.0
388,71,1,0.0
389,59,2,0.0
389,3,3,0.0
389,17,1,0.05
390,90,4,0.0
390,75,2,0.05
390,86,1,0.15
391,89,2,0.05
391,81,1,0.0
391,50,3,0.15
391,18,2,0.2
392,85,1,0.2
392,47,4,0.1
393,100,1,0.0
393,98,2,0.1
393,10,3,0.0
394,20,1,0.15
394,8,2,0.1
394,27,2,0.0
395,39,1,0.15
395,8,4,0.1
395,25,0,0.25
395,94,2,0.25
396,3,1,0.1
396,74,2,0.0
396,33,2,0.0
397,8,4,0.0
397,91,1,0.15
397,4,4,0.0
397,37,1,0.2
398,15,1,0.05
398,27,1,0.0
398,39,2,0.1
398,95,2,0.0
398,94,1,0.15
